Vehicle Selection Mode,--,Network-wide,--
,,348_350,828.86
,,350_352,915.19
,,352_354,1016.70
,,354_356,1221.96
,,356_358,1227.17
,,358_360,975.00
,,360_362,1040.79
,,362_364,946.39
,,364_366,1070.71
,,366_368,944.36
,,368_370,1051.23
,,370_372,763.66
,,372_374,830.90
,,374_376,839.02
,,376_378,851.34
,,378_380,698.67
,,380_382,863.85
,,382_384,757.30
,,384_386,612.59
,,386_388,761.18
,,388_390,705.98
,,390_392,591.30
,,392_394,620.28
,,394_396,691.12
,,396_398,702.03
,,398_400,697.13
,,400_402,595.55
,,402_404,707.04
,,404_406,684.79
,,406_408,602.01
,,408_410,607.58
,,410_412,677.15
,,412_414,650.50
,,414_416,742.48
,,416_418,633.64
,,418_420,809.70
,,420_422,783.14
,,422_424,676.49
,,424_426,650.34
,,426_428,663.72
,,428_430,630.83
,,430_432,563.50
,,432_434,579.63
,,434_436,639.93
,,436_438,792.94
,,438_440,745.92
,,440_442,644.57
,,442_444,643.86
,,444_446,569.60
,,446_448,543.49
,,448_450,532.05
,,450_452,656.57
,,452_454,500.27
,,454_456,510.44
,,456_458,506.34
,,458_460,601.27
,,460_462,600.97
,,462_464,655.37
,,464_466,590.72
,,466_468,620.68
,,468_470,574.95
,,470_472,535.99
,,472_474,515.31
,,474_476,532.43
,,476_478,408.35
,,478_480,555.55
,,480_482,467.88
,,482_484,472.75
,,484_486,396.76
,,486_488,410.58
,,488_490,419.17
,,490_492,445.91
,,492_494,330.40
,,494_496,258.38
,,496_498,325.99
,,498_500,348.32
,,500_502,273.37
,,502_504,328.31
,,504_506,279.22
,,506_508,258.77
,,508_510,299.94
,,510_512,253.70
,,512_514,238.87
,,514_516,199.93
,,516_518,191.63
,,518_520,202.81
,,520_522,158.87
,,522_524,126.42
,,524_526,78.21
,,526_528,117.92
,,528_530,110.09
,,530_532,80.89
,,532_534,66.54
,,534_536,63.40
,,536_538,58.23
,,538_540,19.84
,,540_542,39.26
,,542_544,11.03
,,544_546,27.14
,,546_548,17.08
,,548_550,16.55
,,550_552,31.17
,,552_554, 2.96
,,554_556,25.76
,,556_558, 7.35
,,558_560, 2.38
,,560_562, 5.13
,,562_564, 6.54
,,564_566, 2.38
,,566_568, 2.96
,,568_570, 3.88
,,572_574, 4.13
,,576_578, 3.87
,,582_584, 4.13
,,584_586, 5.63
Category,Travel Time Bin (5 min Interval),Number of Vehicles,
,,0_5,5703.00
,,5_10,4799.00
,,10_15,3691.00
,,15_20,2031.00
,,20_25,1891.00
,,25_30,1292.00
,,30_35,1074.00
,,35_40,905.00
,,40_45,724.00
,,45_50,641.00
,,50_55,566.00
,,55_60,558.00
,,60_65,534.00
,,65_70,406.00
,,70_75,383.00
,,75_80,350.00
,,80_85,376.00
,,85_90,315.00
,,90_95,280.00
,,95_100,312.00
,,100_105,243.00
,,105_110,200.00
,,110_115,175.00
,,115_120,163.00
,,120_125,153.00
,,125_130,131.00
,,130_135,162.00
,,135_140,163.00
,,140_145,179.00
,,145_150,228.00
,,150_155,219.00
,,155_160,190.00
,,160_165,206.00
,,165_170,277.00
,,170_175,296.00
,,175_180,313.00
,,180_185,397.00
,,185_190,321.00
,,190_195,276.00
,,195_200,263.00
,,200_205,274.00
,,205_210,287.00
,,210_215,297.00
,,215_220,304.00
,,220_225,305.00
,,225_230,258.00
,,230_235,296.00
,,235_240,264.00
,,240_245,362.00
,,245_250,383.00
,,250_255,348.00
,,255_260,372.00
,,260_265,351.00
,,265_270,385.00
,,270_275,319.00
,,275_280,363.00
,,280_285,451.00
,,285_290,435.00
,,290_295,484.00
,,295_300,596.00
,,300_305,564.00
,,305_310,741.00
,,310_315,735.00
,,315_320,757.00
,,320_325,756.00
,,325_330,775.00
,,330_335,805.00
,,335_340,827.00
,,340_345,872.00
,,345_350,905.00
,,350_355,996.00
,,355_360,1113.00
,,360_365,945.00
,,365_370,876.00
,,370_375,692.00
,,375_380,725.00
,,380_385,698.00
,,385_390,653.00
,,390_395,587.00
,,395_400,626.00
,,400_405,607.00
,,405_410,551.00
,,410_415,591.00
,,415_420,624.00
,,420_425,616.00
,,425_430,558.00
,,430_435,503.00
,,435_440,569.00
,,440_445,509.00
,,445_450,433.00
,,450_455,415.00
,,455_460,401.00
,,460_465,425.00
,,465_470,410.00
,,470_475,352.00
,,475_480,339.00
,,480_485,302.00
,,485_490,268.00
,,490_495,236.00
,,495_500,218.00
,,500_505,197.00
,,505_510,186.00
,,510_515,147.00
,,515_520,116.00
,,520_525,71.00
,,525_530,61.00
,,530_535,41.00
,,535_540,23.00
,,540_545,16.00
,,545_550,11.00
,,550_555,12.00
,,555_560, 6.00
,,560_565, 5.00
,,565_570, 2.00
,,570_575, 1.00
,,575_580, 1.00
,,580_585, 1.00
,,585_590, 1.00
Category,Travel Time Bin (5 min Interval),Cumulative Number of Vehicles,
,,0_5,5703.00
,,5_10,10502.00
,,10_15,14193.00
,,15_20,16224.00
,,20_25,18115.00
,,25_30,19407.00
,,30_35,20481.00
,,35_40,21386.00
,,40_45,22110.00
,,45_50,22751.00
,,50_55,23317.00
,,55_60,23875.00
,,60_65,24409.00
,,65_70,24815.00
,,70_75,25198.00
,,75_80,25548.00
,,80_85,25924.00
,,85_90,26239.00
,,90_95,26519.00
,,95_100,26831.00
,,100_105,27074.00
,,105_110,27274.00
,,110_115,27449.00
,,115_120,27612.00
,,120_125,27765.00
,,125_130,27896.00
,,130_135,28058.00
,,135_140,28221.00
,,140_145,28400.00
,,145_150,28628.00
,,150_155,28847.00
,,155_160,29037.00
,,160_165,29243.00
,,165_170,29520.00
,,170_175,29816.00
,,175_180,30129.00
,,180_185,30526.00
,,185_190,30847.00
,,190_195,31123.00
,,195_200,31386.00
,,200_205,31660.00
,,205_210,31947.00
,,210_215,32244.00
,,215_220,32548.00
,,220_225,32853.00
,,225_230,33111.00
,,230_235,33407.00
,,235_240,33671.00
,,240_245,34033.00
,,245_250,34416.00
,,250_255,34764.00
,,255_260,35136.00
,,260_265,35487.00
,,265_270,35872.00
,,270_275,36191.00
,,275_280,36554.00
,,280_285,37005.00
,,285_290,37440.00
,,290_295,37924.00
,,295_300,38520.00
,,300_305,39084.00
,,305_310,39825.00
,,310_315,40560.00
,,315_320,41317.00
,,320_325,42073.00
,,325_330,42848.00
,,330_335,43653.00
,,335_340,44480.00
,,340_345,45352.00
,,345_350,46257.00
,,350_355,47253.00
,,355_360,48366.00
,,360_365,49311.00
,,365_370,50187.00
,,370_375,50879.00
,,375_380,51604.00
,,380_385,52302.00
,,385_390,52955.00
,,390_395,53542.00
,,395_400,54168.00
,,400_405,54775.00
,,405_410,55326.00
,,410_415,55917.00
,,415_420,56541.00
,,420_425,57157.00
,,425_430,57715.00
,,430_435,58218.00
,,435_440,58787.00
,,440_445,59296.00
,,445_450,59729.00
,,450_455,60144.00
,,455_460,60545.00
,,460_465,60970.00
,,465_470,61380.00
,,470_475,61732.00
,,475_480,62071.00
,,480_485,62373.00
,,485_490,62641.00
,,490_495,62877.00
,,495_500,63095.00
,,500_505,63292.00
,,505_510,63478.00
,,510_515,63625.00
,,515_520,63741.00
,,520_525,63812.00
,,525_530,63873.00
,,530_535,63914.00
,,535_540,63937.00
,,540_545,63953.00
,,545_550,63964.00
,,550_555,63976.00
,,555_560,63982.00
,,560_565,63987.00
,,565_570,63989.00
,,570_575,63990.00
,,575_580,63991.00
,,580_585,63992.00
,,585_590,63993.00
Category,Travel Time Bin (5 min Interval),Total Travel Time (min),
,,0_5,17428.65
,,5_10,34992.79
,,10_15,44666.12
,,15_20,34915.77
,,20_25,42159.65
,,25_30,35493.36
,,30_35,34800.80
,,35_40,33829.09
,,40_45,30663.52
,,45_50,30397.13
,,50_55,29683.15
,,55_60,32107.56
,,60_65,33315.31
,,65_70,27397.32
,,70_75,27814.27
,,75_80,27127.52
,,80_85,31040.79
,,85_90,27577.22
,,90_95,25933.52
,,95_100,30353.79
,,100_105,24903.86
,,105_110,21506.96
,,110_115,19668.51
,,115_120,19148.46
,,120_125,18739.68
,,125_130,16694.00
,,130_135,21478.66
,,135_140,22410.48
,,140_145,25496.31
,,145_150,33650.47
,,150_155,33399.63
,,155_160,29926.51
,,160_165,33470.32
,,165_170,46417.07
,,170_175,51096.37
,,175_180,55502.05
,,180_185,72543.81
,,185_190,60197.97
,,190_195,53108.76
,,195_200,51991.91
,,200_205,55504.26
,,205_210,59555.14
,,210_215,63105.35
,,215_220,66124.12
,,220_225,67879.32
,,225_230,58673.77
,,230_235,68802.78
,,235_240,62667.77
,,240_245,87800.02
,,245_250,94764.30
,,250_255,87860.49
,,255_260,95762.70
,,260_265,92158.46
,,265_270,102950.28
,,270_275,86927.05
,,275_280,100683.71
,,280_285,127392.55
,,285_290,125093.08
,,290_295,141647.84
,,295_300,177304.11
,,300_305,170600.06
,,305_310,227892.63
,,310_315,229682.48
,,315_320,240437.56
,,320_325,243842.64
,,325_330,253856.33
,,330_335,267716.13
,,335_340,279093.38
,,340_345,298778.69
,,345_350,314485.03
,,350_355,351163.94
,,355_360,397750.69
,,360_365,342582.19
,,365_370,321918.16
,,370_375,257830.53
,,375_380,273624.59
,,380_385,266885.53
,,385_390,253061.69
,,390_395,230414.59
,,395_400,248809.09
,,400_405,244343.47
,,405_410,224495.75
,,410_415,243796.73
,,415_420,260570.92
,,420_425,260216.95
,,425_430,238538.66
,,430_435,217582.75
,,435_440,248931.13
,,440_445,225180.16
,,445_450,193766.05
,,450_455,187728.59
,,455_460,183492.28
,,460_465,196552.06
,,465_470,191656.25
,,470_475,166297.44
,,475_480,161878.20
,,480_485,145703.44
,,485_490,130662.55
,,490_495,116182.88
,,495_500,108481.09
,,500_505,98971.01
,,505_510,94379.50
,,510_515,75327.63
,,515_520,60045.95
,,520_525,37068.98
,,525_530,32165.53
,,530_535,21829.43
,,535_540,12353.25
,,540_545,8678.31
,,545_550,6022.91
,,550_555,6626.97
,,555_560,3340.08
,,560_565,2814.62
,,565_570,1135.77
,,570_575,573.80
,,575_580,576.71
,,580_585,583.30
,,585_590,585.44
Category,Travel Time Bin (5 min Interval),Total Travel Distance (mile),
,,0_5,7548.79
,,5_10,12306.31
,,10_15,13236.04
,,15_20,6668.55
,,20_25,4692.73
,,25_30,3508.80
,,30_35,2964.39
,,35_40,2748.35
,,40_45,2165.26
,,45_50,1929.64
,,50_55,1684.01
,,55_60,1643.32
,,60_65,1511.12
,,65_70,1186.71
,,70_75,1068.48
,,75_80,896.83
,,80_85,945.12
,,85_90,830.07
,,90_95,720.02
,,95_100,693.55
,,100_105,519.60
,,105_110,444.59
,,110_115,374.52
,,115_120,406.35
,,120_125,339.59
,,125_130,246.90
,,130_135,282.43
,,135_140,290.99
,,140_145,353.23
,,145_150,403.37
,,150_155,452.36
,,155_160,381.60
,,160_165,378.79
,,165_170,500.36
,,170_175,516.13
,,175_180,542.28
,,180_185,644.37
,,185_190,607.63
,,190_195,542.61
,,195_200,535.58
,,200_205,557.02
,,205_210,556.06
,,210_215,579.78
,,215_220,647.22
,,220_225,649.44
,,225_230,588.72
,,230_235,652.87
,,235_240,624.18
,,240_245,811.96
,,245_250,862.09
,,250_255,814.37
,,255_260,858.34
,,260_265,785.18
,,265_270,867.77
,,270_275,724.94
,,275_280,859.69
,,280_285,1043.42
,,285_290,1112.89
,,290_295,1108.85
,,295_300,1314.74
,,300_305,1339.41
,,305_310,1784.10
,,310_315,1608.49
,,315_320,1639.93
,,320_325,1803.41
,,325_330,1764.84
,,330_335,1906.69
,,335_340,2025.51
,,340_345,2071.79
,,345_350,2270.21
,,350_355,2505.43
,,355_360,2850.59
,,360_365,2528.65
,,365_370,2524.83
,,370_375,2031.71
,,375_380,1951.87
,,380_385,1941.70
,,385_390,1759.20
,,390_395,1551.08
,,395_400,1750.79
,,400_405,1632.05
,,405_410,1564.93
,,410_415,1704.45
,,415_420,1809.03
,,420_425,1822.82
,,425_430,1581.70
,,430_435,1458.41
,,435_440,1863.51
,,440_445,1603.93
,,445_450,1329.65
,,450_455,1415.68
,,455_460,1359.22
,,460_465,1539.05
,,465_470,1503.63
,,470_475,1289.55
,,475_480,1258.08
,,480_485,1132.78
,,485_490,1034.37
,,490_495,912.67
,,495_500,796.33
,,500_505,720.01
,,505_510,719.59
,,510_515,604.96
,,515_520,481.97
,,520_525,310.32
,,525_530,281.19
,,530_535,183.52
,,535_540,105.36
,,540_545,68.64
,,545_550,42.41
,,550_555,50.16
,,555_560,19.45
,,560_565,14.06
,,565_570, 6.84
,,570_575, 4.13
,,575_580, 3.87
,,580_585, 4.13
,,585_590, 5.63
Category,Travel Time Bin (5 min Interval),Avg Travel Time (min),
,,0_5, 3.06
,,5_10, 7.29
,,10_15,12.10
,,15_20,17.19
,,20_25,22.29
,,25_30,27.47
,,30_35,32.40
,,35_40,37.38
,,40_45,42.35
,,45_50,47.42
,,50_55,52.44
,,55_60,57.54
,,60_65,62.39
,,65_70,67.48
,,70_75,72.62
,,75_80,77.51
,,80_85,82.56
,,85_90,87.55
,,90_95,92.62
,,95_100,97.29
,,100_105,102.49
,,105_110,107.53
,,110_115,112.39
,,115_120,117.48
,,120_125,122.48
,,125_130,127.44
,,130_135,132.58
,,135_140,137.49
,,140_145,142.44
,,145_150,147.59
,,150_155,152.51
,,155_160,157.51
,,160_165,162.48
,,165_170,167.57
,,170_175,172.62
,,175_180,177.32
,,180_185,182.73
,,185_190,187.53
,,190_195,192.42
,,195_200,197.69
,,200_205,202.57
,,205_210,207.51
,,210_215,212.48
,,215_220,217.51
,,220_225,222.56
,,225_230,227.42
,,230_235,232.44
,,235_240,237.38
,,240_245,242.54
,,245_250,247.43
,,250_255,252.47
,,255_260,257.43
,,260_265,262.56
,,265_270,267.40
,,270_275,272.50
,,275_280,277.37
,,280_285,282.47
,,285_290,287.57
,,290_295,292.66
,,295_300,297.49
,,300_305,302.48
,,305_310,307.55
,,310_315,312.49
,,315_320,317.62
,,320_325,322.54
,,325_330,327.56
,,330_335,332.57
,,335_340,337.48
,,340_345,342.64
,,345_350,347.50
,,350_355,352.57
,,355_360,357.37
,,360_365,362.52
,,365_370,367.49
,,370_375,372.59
,,375_380,377.41
,,380_385,382.36
,,385_390,387.54
,,390_395,392.53
,,395_400,397.46
,,400_405,402.54
,,405_410,407.43
,,410_415,412.52
,,415_420,417.58
,,420_425,422.43
,,425_430,427.49
,,430_435,432.57
,,435_440,437.49
,,440_445,442.40
,,445_450,447.50
,,450_455,452.36
,,455_460,457.59
,,460_465,462.48
,,465_470,467.45
,,470_475,472.44
,,475_480,477.52
,,480_485,482.46
,,485_490,487.55
,,490_495,492.30
,,495_500,497.62
,,500_505,502.39
,,505_510,507.42
,,510_515,512.43
,,515_520,517.64
,,520_525,522.10
,,525_530,527.30
,,530_535,532.43
,,535_540,537.10
,,540_545,542.39
,,545_550,547.54
,,550_555,552.25
,,555_560,556.68
,,560_565,562.92
,,565_570,567.88
,,570_575,573.80
,,575_580,576.71
,,580_585,583.30
,,585_590,585.44
Category,Travel Time Bin (5 min Interval),Avg Travel Distance (mile),
,,0_5, 1.32
,,5_10, 2.56
,,10_15, 3.59
,,15_20, 3.28
,,20_25, 2.48
,,25_30, 2.72
,,30_35, 2.76
,,35_40, 3.04
,,40_45, 2.99
,,45_50, 3.01
,,50_55, 2.98
,,55_60, 2.95
,,60_65, 2.83
,,65_70, 2.92
,,70_75, 2.79
,,75_80, 2.56
,,80_85, 2.51
,,85_90, 2.64
,,90_95, 2.57
,,95_100, 2.22
,,100_105, 2.14
,,105_110, 2.22
,,110_115, 2.14
,,115_120, 2.49
,,120_125, 2.22
,,125_130, 1.88
,,130_135, 1.74
,,135_140, 1.79
,,140_145, 1.97
,,145_150, 1.77
,,150_155, 2.07
,,155_160, 2.01
,,160_165, 1.84
,,165_170, 1.81
,,170_175, 1.74
,,175_180, 1.73
,,180_185, 1.62
,,185_190, 1.89
,,190_195, 1.97
,,195_200, 2.04
,,200_205, 2.03
,,205_210, 1.94
,,210_215, 1.95
,,215_220, 2.13
,,220_225, 2.13
,,225_230, 2.28
,,230_235, 2.21
,,235_240, 2.36
,,240_245, 2.24
,,245_250, 2.25
,,250_255, 2.34
,,255_260, 2.31
,,260_265, 2.24
,,265_270, 2.25
,,270_275, 2.27
,,275_280, 2.37
,,280_285, 2.31
,,285_290, 2.56
,,290_295, 2.29
,,295_300, 2.21
,,300_305, 2.37
,,305_310, 2.41
,,310_315, 2.19
,,315_320, 2.17
,,320_325, 2.39
,,325_330, 2.28
,,330_335, 2.37
,,335_340, 2.45
,,340_345, 2.38
,,345_350, 2.51
,,350_355, 2.52
,,355_360, 2.56
,,360_365, 2.68
,,365_370, 2.88
,,370_375, 2.94
,,375_380, 2.69
,,380_385, 2.78
,,385_390, 2.69
,,390_395, 2.64
,,395_400, 2.80
,,400_405, 2.69
,,405_410, 2.84
,,410_415, 2.88
,,415_420, 2.90
,,420_425, 2.96
,,425_430, 2.83
,,430_435, 2.90
,,435_440, 3.28
,,440_445, 3.15
,,445_450, 3.07
,,450_455, 3.41
,,455_460, 3.39
,,460_465, 3.62
,,465_470, 3.67
,,470_475, 3.66
,,475_480, 3.71
,,480_485, 3.75
,,485_490, 3.86
,,490_495, 3.87
,,495_500, 3.65
,,500_505, 3.65
,,505_510, 3.87
,,510_515, 4.12
,,515_520, 4.15
,,520_525, 4.37
,,525_530, 4.61
,,530_535, 4.48
,,535_540, 4.58
,,540_545, 4.29
,,545_550, 3.86
,,550_555, 4.18
,,555_560, 3.24
,,560_565, 2.81
,,565_570, 3.42
,,570_575, 4.13
,,575_580, 3.87
,,580_585, 4.13
,,585_590, 5.63
Category,Travel Time Bin (5 min Interval),Avg Speed (mile/hour),
,,0_5,25.99
,,5_10,21.10
,,10_15,17.78
,,15_20,11.46
,,20_25, 6.68
,,25_30, 5.93
,,30_35, 5.11
,,35_40, 4.87
,,40_45, 4.24
,,45_50, 3.81
,,50_55, 3.40
,,55_60, 3.07
,,60_65, 2.72
,,65_70, 2.60
,,70_75, 2.30
,,75_80, 1.98
,,80_85, 1.83
,,85_90, 1.81
,,90_95, 1.67
,,95_100, 1.37
,,100_105, 1.25
,,105_110, 1.24
,,110_115, 1.14
,,115_120, 1.27
,,120_125, 1.09
,,125_130, 0.89
,,130_135, 0.79
,,135_140, 0.78
,,140_145, 0.83
,,145_150, 0.72
,,150_155, 0.81
,,155_160, 0.77
,,160_165, 0.68
,,165_170, 0.65
,,170_175, 0.61
,,175_180, 0.59
,,180_185, 0.53
,,185_190, 0.61
,,190_195, 0.61
,,195_200, 0.62
,,200_205, 0.60
,,205_210, 0.56
,,210_215, 0.55
,,215_220, 0.59
,,220_225, 0.57
,,225_230, 0.60
,,230_235, 0.57
,,235_240, 0.60
,,240_245, 0.55
,,245_250, 0.55
,,250_255, 0.56
,,255_260, 0.54
,,260_265, 0.51
,,265_270, 0.51
,,270_275, 0.50
,,275_280, 0.51
,,280_285, 0.49
,,285_290, 0.53
,,290_295, 0.47
,,295_300, 0.44
,,300_305, 0.47
,,305_310, 0.47
,,310_315, 0.42
,,315_320, 0.41
,,320_325, 0.44
,,325_330, 0.42
,,330_335, 0.43
,,335_340, 0.44
,,340_345, 0.42
,,345_350, 0.43
,,350_355, 0.43
,,355_360, 0.43
,,360_365, 0.44
,,365_370, 0.47
,,370_375, 0.47
,,375_380, 0.43
,,380_385, 0.44
,,385_390, 0.42
,,390_395, 0.40
,,395_400, 0.42
,,400_405, 0.40
,,405_410, 0.42
,,410_415, 0.42
,,415_420, 0.42
,,420_425, 0.42
,,425_430, 0.40
,,430_435, 0.40
,,435_440, 0.45
,,440_445, 0.43
,,445_450, 0.41
,,450_455, 0.45
,,455_460, 0.44
,,460_465, 0.47
,,465_470, 0.47
,,470_475, 0.47
,,475_480, 0.47
,,480_485, 0.47
,,485_490, 0.47
,,490_495, 0.47
,,495_500, 0.44
,,500_505, 0.44
,,505_510, 0.46
,,510_515, 0.48
,,515_520, 0.48
,,520_525, 0.50
,,525_530, 0.52
,,530_535, 0.50
,,535_540, 0.51
,,540_545, 0.47
,,545_550, 0.42
,,550_555, 0.45
,,555_560, 0.35
,,560_565, 0.30
,,565_570, 0.36
,,570_575, 0.43
,,575_580, 0.40
,,580_585, 0.42
,,585_590, 0.58
Category,Travel Time Bin (5 min Interval),Avg Travel Time Per Mile (min/mile),
,,0_5, 2.50
,,5_10, 3.73
,,10_15, 5.48
,,15_20, 9.00
,,20_25,14.63
,,25_30,15.71
,,30_35,18.89
,,35_40,18.91
,,40_45,21.55
,,45_50,22.74
,,50_55,24.74
,,55_60,28.22
,,60_65,31.09
,,65_70,36.66
,,70_75,41.03
,,75_80,49.20
,,80_85,51.55
,,85_90,52.42
,,90_95,56.63
,,95_100,66.67
,,100_105,74.92
,,105_110,73.99
,,110_115,89.01
,,115_120,84.24
,,120_125,93.37
,,125_130,122.80
,,130_135,111.29
,,135_140,123.26
,,140_145,119.99
,,145_150,127.85
,,150_155,123.49
,,155_160,128.58
,,160_165,136.90
,,165_170,132.57
,,170_175,144.69
,,175_180,144.54
,,180_185,148.12
,,185_190,142.15
,,190_195,142.88
,,195_200,133.55
,,200_205,141.99
,,205_210,151.13
,,210_215,152.29
,,215_220,149.48
,,220_225,149.74
,,225_230,142.68
,,230_235,149.42
,,235_240,140.80
,,240_245,144.82
,,245_250,153.36
,,250_255,149.31
,,255_260,163.85
,,260_265,168.93
,,265_270,168.88
,,270_275,169.36
,,275_280,160.35
,,280_285,178.28
,,285_290,177.16
,,290_295,195.00
,,295_300,215.57
,,300_305,204.83
,,305_310,189.09
,,310_315,215.44
,,315_320,226.13
,,320_325,209.36
,,325_330,225.75
,,330_335,222.49
,,335_340,217.19
,,340_345,228.29
,,345_350,212.15
,,350_355,206.08
,,355_360,196.92
,,360_365,203.00
,,365_370,204.70
,,370_375,214.54
,,375_380,231.76
,,380_385,231.77
,,385_390,240.39
,,390_395,257.73
,,395_400,246.45
,,400_405,258.32
,,405_410,247.12
,,410_415,236.80
,,415_420,239.55
,,420_425,230.74
,,425_430,241.32
,,430_435,227.29
,,435_440,206.93
,,440_445,222.60
,,445_450,231.04
,,450_455,205.80
,,455_460,210.36
,,460_465,199.05
,,465_470,193.82
,,470_475,183.54
,,475_480,170.51
,,480_485,169.64
,,485_490,172.01
,,490_495,171.95
,,495_500,177.11
,,500_505,178.77
,,505_510,160.97
,,510_515,142.65
,,515_520,139.14
,,520_525,135.13
,,525_530,126.82
,,530_535,137.49
,,535_540,129.16
,,540_545,144.26
,,545_550,167.39
,,550_555,150.89
,,555_560,189.61
,,560_565,209.86
,,565_570,169.10
,,570_575,139.04
,,575_580,148.84
,,580_585,141.34
,,585_590,103.91
Category,Travel Time Bin (5 min Interval),Travel Time Index: mean/FFTT,
,,0_5, 1.23
,,5_10, 1.52
,,10_15, 1.77
,,15_20, 2.92
,,20_25, 4.97
,,25_30, 5.57
,,30_35, 6.48
,,35_40, 6.76
,,40_45, 7.91
,,45_50, 8.89
,,50_55,10.23
,,55_60,11.40
,,60_65,12.82
,,65_70,13.48
,,70_75,15.41
,,75_80,17.75
,,80_85,19.50
,,85_90,19.76
,,90_95,21.61
,,95_100,25.96
,,100_105,27.80
,,105_110,27.63
,,110_115,30.59
,,115_120,27.08
,,120_125,29.86
,,125_130,35.89
,,130_135,40.21
,,135_140,39.63
,,140_145,38.78
,,145_150,42.68
,,150_155,38.20
,,155_160,39.25
,,160_165,44.50
,,165_170,47.37
,,170_175,50.42
,,175_180,51.50
,,180_185,57.44
,,185_190,50.53
,,190_195,47.99
,,195_200,48.23
,,200_205,48.85
,,205_210,53.05
,,210_215,53.64
,,215_220,50.29
,,220_225,51.64
,,225_230,48.57
,,230_235,52.25
,,235_240,50.30
,,240_245,53.85
,,245_250,55.55
,,250_255,54.25
,,255_260,55.92
,,260_265,58.81
,,265_270,60.73
,,270_275,61.66
,,275_280,61.04
,,280_285,61.79
,,285_290,56.14
,,290_295,65.22
,,295_300,68.09
,,300_305,64.70
,,305_310,66.94
,,310_315,73.54
,,315_320,75.56
,,320_325,68.44
,,325_330,74.44
,,330_335,73.12
,,335_340,70.37
,,340_345,74.57
,,345_350,71.45
,,350_355,71.42
,,355_360,71.53
,,360_365,69.51
,,365_370,66.18
,,370_375,66.87
,,375_380,73.73
,,380_385,73.04
,,385_390,75.56
,,390_395,77.61
,,395_400,73.70
,,400_405,78.75
,,405_410,74.77
,,410_415,72.91
,,415_420,74.46
,,420_425,74.10
,,425_430,78.05
,,430_435,78.92
,,435_440,71.01
,,440_445,72.72
,,445_450,75.21
,,450_455,69.72
,,455_460,71.15
,,460_465,66.96
,,465_470,67.56
,,470_475,69.00
,,475_480,68.78
,,480_485,69.00
,,485_490,68.70
,,490_495,70.12
,,495_500,76.17
,,500_505,75.87
,,505_510,73.80
,,510_515,70.33
,,515_520,74.38
,,520_525,71.47
,,525_530,69.79
,,530_535,71.28
,,535_540,69.56
,,540_545,78.16
,,545_550,88.19
,,550_555,78.78
,,555_560,100.37
,,560_565,119.13
,,565_570,101.97
,,570_575,84.00
,,575_580,85.06
,,580_585,85.39
,,585_590,65.45
Category,Travel Time Bin (5 min Interval),Avg Travel Time STD (min),
,,0_5, 1.15
,,5_10, 1.47
,,10_15, 1.41
,,15_20, 1.46
,,20_25, 1.31
,,25_30, 1.46
,,30_35, 1.43
,,35_40, 1.48
,,40_45, 1.43
,,45_50, 1.42
,,50_55, 1.44
,,55_60, 1.45
,,60_65, 1.44
,,65_70, 1.44
,,70_75, 1.39
,,75_80, 1.45
,,80_85, 1.45
,,85_90, 1.42
,,90_95, 1.49
,,95_100, 1.40
,,100_105, 1.40
,,105_110, 1.42
,,110_115, 1.49
,,115_120, 1.38
,,120_125, 1.37
,,125_130, 1.43
,,130_135, 1.53
,,135_140, 1.42
,,140_145, 1.48
,,145_150, 1.48
,,150_155, 1.41
,,155_160, 1.58
,,160_165, 1.39
,,165_170, 1.40
,,170_175, 1.46
,,175_180, 1.50
,,180_185, 1.41
,,185_190, 1.46
,,190_195, 1.48
,,195_200, 1.43
,,200_205, 1.48
,,205_210, 1.46
,,210_215, 1.43
,,215_220, 1.41
,,220_225, 1.41
,,225_230, 1.47
,,230_235, 1.41
,,235_240, 1.48
,,240_245, 1.47
,,245_250, 1.48
,,250_255, 1.46
,,255_260, 1.38
,,260_265, 1.49
,,265_270, 1.43
,,270_275, 1.45
,,275_280, 1.42
,,280_285, 1.42
,,285_290, 1.44
,,290_295, 1.43
,,295_300, 1.48
,,300_305, 1.40
,,305_310, 1.39
,,310_315, 1.43
,,315_320, 1.51
,,320_325, 1.45
,,325_330, 1.42
,,330_335, 1.45
,,335_340, 1.44
,,340_345, 1.45
,,345_350, 1.38
,,350_355, 1.45
,,355_360, 1.45
,,360_365, 1.43
,,365_370, 1.47
,,370_375, 1.43
,,375_380, 1.44
,,380_385, 1.45
,,385_390, 1.38
,,390_395, 1.45
,,395_400, 1.46
,,400_405, 1.41
,,405_410, 1.49
,,410_415, 1.43
,,415_420, 1.49
,,420_425, 1.47
,,425_430, 1.42
,,430_435, 1.43
,,435_440, 1.42
,,440_445, 1.43
,,445_450, 1.44
,,450_455, 1.48
,,455_460, 1.46
,,460_465, 1.38
,,465_470, 1.45
,,470_475, 1.44
,,475_480, 1.50
,,480_485, 1.39
,,485_490, 1.42
,,490_495, 1.42
,,495_500, 1.44
,,500_505, 1.36
,,505_510, 1.44
,,510_515, 1.38
,,515_520, 1.45
,,520_525, 1.31
,,525_530, 1.33
,,530_535, 1.47
,,535_540, 1.18
,,540_545, 1.62
,,545_550, 1.59
,,550_555, 1.95
,,555_560, 1.32
,,560_565, 1.12
,,565_570, 1.11
Category,Travel Time Bin (5 min Interval),95th Percentile Travel Time (min),
,,0_5, 4.78
