Vehicle Selection Mode,--,Partial Trips Passing Selected Path,--
,,94_96,270600.81
,,100_102,97943.85
,,104_106,197847.41
,,106_108,205992.05
,,110_112,105698.05
,,112_114,112035.57
,,114_116,125848.98
,,142_144,140663.28
,,144_146,145051.95
,,146_148,279498.94
,,148_150,141633.73
,,150_152,271347.88
,,152_154,438181.81
,,154_156,153992.83
,,156_158,182393.19
,,158_160,317031.53
,,160_162,345350.84
,,172_174,318105.88
,,178_180,152431.41
,,180_182,157313.02
,,182_184,184956.70
,,184_186,161908.59
,,186_188,339490.09
,,190_192,339068.88
,,192_194,393613.63
,,194_196,175093.09
,,196_198,167292.94
,,198_200,179236.42
,,202_204,358417.50
,,206_208,394243.63
,,210_212,388985.44
,,212_214,190782.58
,,216_218,395307.75
,,218_220,226915.17
,,220_222,189556.23
,,222_224,194896.52
,,224_226,225457.38
,,228_230,450229.19
,,230_232,400958.69
,,234_236,230906.81
,,238_240,401851.00
,,240_242,206121.47
,,242_244,211355.72
,,244_246,425805.84
,,248_250,415791.78
,,252_254,211559.64
,,256_258,218987.64
,,258_260,222097.31
,,260_262,258397.41
,,262_264,225272.45
,,264_266,216016.20
,,266_268,229293.11
,,268_270,233938.64
,,270_272,229640.78
,,272_274,497680.88
,,276_278,238885.84
,,280_282,239718.25
,,282_284,253828.44
,,284_286,713945.75
,,286_288,241367.72
,,288_290,253728.78
,,290_292,247144.70
,,292_294,247338.23
,,296_298,254336.67
,,298_300,541227.25
,,302_304,293681.84
,,306_308,255956.56
,,308_310,506002.94
,,310_312,257652.30
,,312_314,259197.52
,,314_316,264535.28
,,318_320,267652.50
,,322_324,531634.81
,,324_326,542048.25
,,328_330,265618.56
,,336_338,270506.34
,,352_354,280091.56
,,356_358,283358.69
Category,Travel Time Bin (2 min Interval),Total CO2 (g),
,,10_12,1511.63
,,12_14,6231.55
,,14_16,6041.90
,,16_18,1906.15
,,18_20,2480.11
,,20_22,2863.43
,,22_24,10839.85
,,24_26,3118.91
,,26_28,19746.97
,,30_32,3032.86
,,32_34,10848.90
,,34_36,12422.75
,,36_38,7527.28
,,38_40,5226.94
,,40_42,4549.97
,,42_44,23736.94
,,46_48,13335.38
,,48_50,10615.19
,,56_58,16230.97
,,58_60,6720.14
,,60_62,6216.90
,,64_66,6629.60
,,74_76,7680.47
,,76_78,15892.58
,,80_82,16121.20
,,82_84,14805.76
,,94_96,19447.18
,,100_102,7038.90
,,104_106,14218.63
,,106_108,14803.96
,,110_112,7596.17
,,112_114,8051.62
,,114_116,9044.34
,,142_144,10109.00
,,144_146,10424.40
,,146_148,20086.66
,,148_150,10178.75
,,150_152,19500.87
,,152_154,31490.67
,,154_156,11066.95
,,156_158,13107.98
,,158_160,22784.00
,,160_162,24819.20
,,172_174,22861.21
,,178_180,10954.74
,,180_182,11305.56
,,182_184,13292.21
,,184_186,11635.83
,,186_188,24398.02
,,190_192,24367.75
,,192_194,28287.68
,,194_196,12583.36
,,196_198,12022.79
,,198_200,12881.12
,,202_204,25758.27
,,206_208,28332.96
,,210_212,27955.07
,,212_214,13710.91
,,216_218,28409.44
,,218_220,16307.62
,,220_222,13622.78
,,222_224,14006.57
,,224_226,16202.86
,,228_230,32356.44
,,230_232,28815.57
,,234_236,16594.49
,,238_240,28879.70
,,240_242,14813.26
,,242_244,15189.43
,,244_246,30601.24
,,248_250,29881.57
,,252_254,15204.09
,,256_258,15737.92
,,258_260,15961.39
,,260_262,18570.14
,,262_264,16189.58
,,264_266,15524.37
,,266_268,16478.53
,,268_270,16812.39
,,270_272,16503.52
,,272_274,35766.65
,,276_278,17167.93
,,280_282,17227.76
,,282_284,18241.80
,,284_286,51308.91
,,286_288,17346.29
,,288_290,18234.64
,,290_292,17761.47
,,292_294,17775.37
,,296_298,18278.32
,,298_300,38896.18
,,302_304,21105.91
,,306_308,18394.74
,,308_310,36364.74
,,310_312,18516.61
,,312_314,18627.66
,,314_316,19011.27
,,318_320,19235.29
,,322_324,38206.82
,,324_326,38955.21
,,328_330,19089.13
,,336_338,19440.39
,,352_354,20129.25
,,356_358,20364.04
Category,Travel Time Bin (2 min Interval),Total NOx (g),
,,10_12, 0.15
,,12_14, 0.59
,,14_16, 0.94
,,16_18, 0.18
,,18_20, 0.25
,,20_22, 0.79
,,22_24, 1.03
,,24_26, 0.29
,,26_28, 3.21
,,30_32, 0.26
,,32_34, 1.71
,,34_36, 1.90
,,36_38, 0.62
,,38_40, 1.41
,,40_42, 0.43
,,42_44, 2.28
,,46_48, 1.03
,,48_50, 1.01
,,56_58, 2.01
,,58_60, 0.64
,,60_62, 0.51
,,64_66, 0.60
,,74_76, 0.72
,,76_78, 3.09
,,80_82, 1.36
,,82_84, 1.11
,,94_96, 0.71
,,100_102, 0.31
,,104_106, 0.50
,,106_108, 0.56
,,110_112, 0.27
,,112_114, 0.32
,,114_116, 1.43
,,142_144, 0.34
,,144_146, 0.35
,,146_148, 0.64
,,148_150, 0.32
,,150_152, 0.51
,,152_154, 0.99
,,154_156, 0.44
,,156_158, 2.36
,,158_160, 0.92
,,160_162, 2.83
,,172_174, 0.80
,,178_180, 0.23
,,180_182, 0.26
,,182_184, 1.91
,,184_186, 0.32
,,186_188, 0.72
,,190_192, 0.67
,,192_194, 4.13
,,194_196, 0.36
,,196_198, 0.26
,,198_200, 0.38
,,202_204, 0.68
,,206_208, 2.59
,,210_212, 2.48
,,212_214, 0.42
,,216_218, 2.21
,,218_220, 2.46
,,220_222, 0.31
,,222_224, 0.36
,,224_226, 2.27
,,228_230, 4.43
,,230_232, 0.69
,,234_236, 2.26
,,238_240, 0.56
,,240_242, 0.34
,,242_244, 0.38
,,244_246, 0.80
,,248_250, 0.54
,,252_254, 0.30
,,256_258, 0.37
,,258_260, 0.36
,,260_262, 2.56
,,262_264, 0.40
,,264_266, 0.21
,,266_268, 0.38
,,268_270, 0.44
,,270_272, 0.33
,,272_274, 2.92
,,276_278, 0.43
,,280_282, 0.38
,,282_284, 0.54
,,284_286, 0.95
,,286_288, 0.34
,,288_290, 0.47
,,290_292, 0.39
,,292_294, 0.37
,,296_298, 0.43
,,298_300, 3.13
,,302_304, 2.79
,,306_308, 0.37
,,308_310, 0.56
,,310_312, 0.33
,,312_314, 0.33
,,314_316, 0.40
,,318_320, 0.39
,,322_324, 0.62
,,324_326, 0.70
,,328_330, 0.22
,,336_338, 0.22
,,352_354, 0.20
,,356_358, 0.21
Category,Travel Time Bin (2 min Interval),Total CO (g),
,,10_12, 8.72
,,12_14,35.33
,,14_16,35.73
,,16_18,11.14
,,18_20,15.11
,,20_22,17.11
,,22_24,63.47
,,24_26,18.48
,,26_28,116.16
,,30_32,16.87
,,32_34,58.80
,,34_36,71.77
,,36_38,39.54
,,38_40,30.28
,,40_42,27.64
,,42_44,144.83
,,46_48,65.29
,,48_50,62.15
,,56_58,76.94
,,58_60,39.99
,,60_62,31.02
,,64_66,38.23
,,74_76,43.85
,,76_78,81.36
,,80_82,86.19
,,82_84,72.56
,,94_96,53.34
,,100_102,22.47
,,104_106,39.20
,,106_108,39.98
,,110_112,21.72
,,112_114,22.13
,,114_116,20.93
,,142_144,23.67
,,144_146,21.58
,,146_148,46.26
,,148_150,22.82
,,150_152,42.55
,,152_154,71.75
,,154_156,31.02
,,156_158,34.80
,,158_160,67.04
,,160_162,69.46
,,172_174,66.66
,,178_180,23.60
,,180_182,24.28
,,182_184,29.02
,,184_186,28.38
,,186_188,60.02
,,190_192,59.93
,,192_194,65.34
,,194_196,31.99
,,196_198,26.02
,,198_200,33.27
,,202_204,61.63
,,206_208,64.38
,,210_212,58.37
,,212_214,35.54
,,216_218,56.17
,,218_220,37.77
,,220_222,30.43
,,222_224,33.04
,,224_226,34.28
,,228_230,66.52
,,230_232,66.38
,,234_236,32.37
,,238_240,59.28
,,240_242,32.08
,,242_244,35.66
,,244_246,72.06
,,248_250,59.55
,,252_254,32.18
,,256_258,37.01
,,258_260,35.77
,,260_262,38.52
,,262_264,37.55
,,264_266,26.98
,,266_268,36.87
,,268_270,40.34
,,270_272,34.59
,,272_274,71.39
,,276_278,39.61
,,280_282,37.20
,,282_284,46.93
,,284_286,103.24
,,286_288,36.22
,,288_290,43.01
,,290_292,38.86
,,292_294,38.78
,,296_298,41.77
,,298_300,77.82
,,302_304,40.65
,,306_308,39.47
,,308_310,67.87
,,310_312,36.91
,,312_314,37.69
,,314_316,41.39
,,318_320,40.69
,,322_324,73.70
,,324_326,78.24
,,328_330,30.91
,,336_338,31.99
,,352_354,32.08
,,356_358,32.07
Category,Travel Time Bin (2 min Interval),Total HC (g),
,,10_12, 0.06
,,12_14, 0.24
,,14_16, 0.31
,,16_18, 0.08
,,18_20, 0.11
,,20_22, 0.22
,,22_24, 0.43
,,24_26, 0.13
,,26_28, 1.03
,,30_32, 0.11
,,32_34, 0.54
,,34_36, 0.64
,,36_38, 0.26
,,38_40, 0.39
,,40_42, 0.19
,,42_44, 0.98
,,46_48, 0.42
,,48_50, 0.42
,,56_58, 0.69
,,58_60, 0.27
,,60_62, 0.20
,,64_66, 0.26
,,74_76, 0.30
,,76_78, 0.89
,,80_82, 0.57
,,82_84, 0.47
,,94_96, 0.26
,,100_102, 0.12
,,104_106, 0.19
,,106_108, 0.20
,,110_112, 0.11
,,112_114, 0.11
,,114_116, 0.43
,,142_144, 0.11
,,144_146, 0.09
,,146_148, 0.20
,,148_150, 0.10
,,150_152, 0.17
,,152_154, 0.32
,,154_156, 0.16
,,156_158, 0.66
,,158_160, 0.35
,,160_162, 0.85
,,172_174, 0.33
,,178_180, 0.09
,,180_182, 0.09
,,182_184, 0.59
,,184_186, 0.12
,,186_188, 0.27
,,190_192, 0.26
,,192_194, 1.29
,,194_196, 0.14
,,196_198, 0.10
,,198_200, 0.15
,,202_204, 0.26
,,206_208, 0.82
,,210_212, 0.78
,,212_214, 0.16
,,216_218, 0.73
,,218_220, 0.74
,,220_222, 0.12
,,222_224, 0.14
,,224_226, 0.72
,,228_230, 1.41
,,230_232, 0.27
,,234_236, 0.72
,,238_240, 0.21
,,240_242, 0.12
,,242_244, 0.15
,,244_246, 0.29
,,248_250, 0.20
,,252_254, 0.12
,,256_258, 0.15
,,258_260, 0.14
,,260_262, 0.82
,,262_264, 0.15
,,264_266, 0.07
,,266_268, 0.14
,,268_270, 0.17
,,270_272, 0.12
,,272_274, 0.95
,,276_278, 0.16
,,280_282, 0.14
,,282_284, 0.21
,,284_286, 0.35
,,286_288, 0.13
,,288_290, 0.18
,,290_292, 0.15
,,292_294, 0.15
,,296_298, 0.17
,,298_300, 1.03
,,302_304, 0.90
,,306_308, 0.14
,,308_310, 0.20
,,310_312, 0.12
,,312_314, 0.13
,,314_316, 0.15
,,318_320, 0.15
,,322_324, 0.23
,,324_326, 0.26
,,328_330, 0.07
,,336_338, 0.07
,,352_354, 0.06
,,356_358, 0.06
Category,Travel Time Bin (2 min Interval),Total Gallon,
,,10_12, 0.17
,,12_14, 0.71
,,14_16, 0.69
,,16_18, 0.22
,,18_20, 0.28
,,20_22, 0.33
,,22_24, 1.24
,,24_26, 0.36
,,26_28, 2.26
,,30_32, 0.35
,,32_34, 1.24
,,34_36, 1.42
,,36_38, 0.86
,,38_40, 0.60
,,40_42, 0.52
,,42_44, 2.71
,,46_48, 1.52
,,48_50, 1.21
,,56_58, 1.86
,,58_60, 0.77
,,60_62, 0.71
,,64_66, 0.76
,,74_76, 0.88
,,76_78, 1.82
,,80_82, 1.84
,,82_84, 1.69
,,94_96, 2.22
,,100_102, 0.80
,,104_106, 1.63
,,106_108, 1.69
,,110_112, 0.87
,,112_114, 0.92
,,114_116, 1.03
,,142_144, 1.16
,,144_146, 1.19
,,146_148, 2.30
,,148_150, 1.16
,,150_152, 2.23
,,152_154, 3.60
,,154_156, 1.27
,,156_158, 1.50
,,158_160, 2.61
,,160_162, 2.84
,,172_174, 2.61
,,178_180, 1.25
,,180_182, 1.29
,,182_184, 1.52
,,184_186, 1.33
,,186_188, 2.79
,,190_192, 2.79
,,192_194, 3.23
,,194_196, 1.44
,,196_198, 1.37
,,198_200, 1.47
,,202_204, 2.95
,,206_208, 3.24
,,210_212, 3.20
,,212_214, 1.57
,,216_218, 3.25
,,218_220, 1.86
,,220_222, 1.56
,,222_224, 1.60
,,224_226, 1.85
,,228_230, 3.70
,,230_232, 3.29
,,234_236, 1.90
,,238_240, 3.30
,,240_242, 1.69
,,242_244, 1.74
,,244_246, 3.50
,,248_250, 3.42
,,252_254, 1.74
,,256_258, 1.80
,,258_260, 1.82
,,260_262, 2.12
,,262_264, 1.85
,,264_266, 1.77
,,266_268, 1.88
,,268_270, 1.92
,,270_272, 1.89
,,272_274, 4.09
,,276_278, 1.96
,,280_282, 1.97
,,282_284, 2.09
,,284_286, 5.87
,,286_288, 1.98
,,288_290, 2.08
,,290_292, 2.03
,,292_294, 2.03
,,296_298, 2.09
,,298_300, 4.45
,,302_304, 2.41
,,306_308, 2.10
,,308_310, 4.16
,,310_312, 2.12
,,312_314, 2.13
,,314_316, 2.17
,,318_320, 2.20
,,322_324, 4.37
,,324_326, 4.45
,,328_330, 2.18
,,336_338, 2.22
,,352_354, 2.30
,,356_358, 2.33
Category,Travel Time Bin (2 min Interval),Avg Energy (KJ/vehicle/mile),
,,10_12,13893.83
,,12_14,14318.96
,,14_16,18510.92
,,16_18,17519.93
,,18_20,22795.34
,,20_22,26318.56
,,22_24,24907.99
,,24_26,28666.77
,,26_28,30249.96
,,30_32,27875.80
,,32_34,33238.37
,,34_36,38060.29
,,36_38,34592.59
,,38_40,48042.23
,,40_42,41819.99
,,42_44,43634.50
,,46_48,40856.35
,,48_50,48783.50
,,56_58,49727.73
,,58_60,61766.62
,,60_62,57141.21
,,64_66,60934.45
,,74_76,70593.27
,,76_78,73036.52
,,80_82,74087.13
,,82_84,68041.86
,,94_96,59581.39
,,100_102,64696.38
,,104_106,65343.62
,,106_108,68033.58
,,110_112,69818.39
,,112_114,74004.61
,,114_116,83128.99
,,142_144,92914.52
,,144_146,95813.44
,,146_148,92310.91
,,148_150,93555.55
,,150_152,89618.83
,,152_154,96479.70
,,154_156,101719.29
,,156_158,120479.02
,,158_160,104706.90
,,160_162,114060.00
,,172_174,105061.73
,,178_180,100687.90
,,180_182,103912.43
,,182_184,122172.34
,,184_186,106948.02
,,186_188,112124.35
,,190_192,111985.23
,,192_194,129999.88
,,194_196,115656.98
,,196_198,110504.63
,,198_200,118393.84
,,202_204,118375.56
,,206_208,130207.95
,,210_212,128471.32
,,212_214,126020.60
,,216_218,130559.41
,,218_220,149887.83
,,220_222,125210.55
,,222_224,128738.05
,,224_226,148924.89
,,228_230,148698.47
,,230_232,132425.75
,,234_236,152524.48
,,238_240,132720.47
,,240_242,136152.64
,,242_244,139610.09
,,244_246,140632.09
,,248_250,137324.72
,,252_254,139744.80
,,256_258,144651.33
,,258_260,146705.41
,,260_262,170683.28
,,262_264,148802.73
,,264_266,142688.56
,,266_268,151458.56
,,268_270,154527.16
,,270_272,151688.22
,,272_274,164370.47
,,276_278,157795.00
,,280_282,158344.84
,,282_284,167665.27
,,284_286,157197.92
,,286_288,159434.39
,,288_290,167599.44
,,290_292,163250.36
,,292_294,163378.19
,,296_298,168000.98
,,298_300,178752.66
,,302_304,193990.27
,,306_308,169071.00
,,308_310,167119.02
,,310_312,170191.11
,,312_314,171211.80
,,314_316,174737.63
,,318_320,176796.69
,,322_324,175584.53
,,324_326,179023.81
,,328_330,175453.19
,,336_338,178681.78
,,352_354,185013.27
,,356_358,187171.34
Category,Travel Time Bin (2 min Interval),Avg CO2 (g/vehicle/mile),
,,10_12,998.50
,,12_14,1029.06
,,14_16,1330.32
,,16_18,1259.10
,,18_20,1638.23
,,20_22,1891.43
,,22_24,1790.05
,,24_26,2060.19
,,26_28,2173.96
,,30_32,2003.34
,,32_34,2388.73
,,34_36,2735.27
,,36_38,2486.05
,,38_40,3452.63
,,40_42,3005.46
,,42_44,3135.87
,,46_48,2936.21
,,48_50,3505.91
,,56_58,3573.76
,,58_60,4438.96
,,60_62,4106.55
,,64_66,4379.16
,,74_76,5073.30
,,76_78,5248.89
,,80_82,5324.40
,,82_84,4889.94
,,94_96,4281.92
,,100_102,4649.52
,,104_106,4696.03
,,106_108,4889.35
,,110_112,5017.62
,,112_114,5318.46
,,114_116,5974.20
,,142_144,6677.46
,,144_146,6885.79
,,146_148,6634.08
,,148_150,6723.53
,,150_152,6440.61
,,152_154,6933.67
,,154_156,7310.23
,,156_158,8658.42
,,158_160,7524.94
,,160_162,8197.11
,,172_174,7550.44
,,178_180,7236.10
,,180_182,7467.84
,,182_184,8780.11
,,184_186,7686.00
,,186_188,8058.00
,,190_192,8048.01
,,192_194,9342.65
,,194_196,8311.88
,,196_198,7941.60
,,198_200,8508.57
,,202_204,8507.26
,,206_208,9357.61
,,210_212,9232.80
,,212_214,9056.68
,,216_218,9382.87
,,218_220,10771.93
,,220_222,8998.47
,,222_224,9251.98
,,224_226,10702.73
,,228_230,10686.45
,,230_232,9517.00
,,234_236,10961.42
,,238_240,9538.18
,,240_242,9784.84
,,242_244,10033.31
,,244_246,10106.76
,,248_250,9869.07
,,252_254,10042.99
,,256_258,10395.61
,,258_260,10543.23
,,260_262,12266.43
,,262_264,10693.96
,,264_266,10254.55
,,266_268,10884.82
,,268_270,11105.35
,,270_272,10901.33
,,272_274,11812.75
,,276_278,11340.20
,,280_282,11379.72
,,282_284,12049.54
,,284_286,11297.29
,,286_288,11458.02
,,288_290,12044.82
,,290_292,11732.26
,,292_294,11741.45
,,296_298,12073.67
,,298_300,12846.35
,,302_304,13941.42
,,306_308,12150.57
,,308_310,12010.29
,,310_312,12231.07
,,312_314,12304.42
,,314_316,12557.81
,,318_320,12705.79
,,322_324,12618.67
,,324_326,12865.85
,,328_330,12609.24
,,336_338,12841.26
,,352_354,13296.29
,,356_358,13451.38
Category,Travel Time Bin (2 min Interval),Avg NOx (g/vehicle/mile),
,,10_12, 0.10
,,12_14, 0.10
,,14_16, 0.21
,,16_18, 0.12
,,18_20, 0.17
,,20_22, 0.52
,,22_24, 0.17
,,24_26, 0.19
,,26_28, 0.35
,,30_32, 0.17
,,32_34, 0.38
,,34_36, 0.42
,,36_38, 0.20
,,38_40, 0.93
,,40_42, 0.28
,,42_44, 0.30
,,46_48, 0.23
,,48_50, 0.33
,,56_58, 0.44
,,58_60, 0.42
,,60_62, 0.33
,,64_66, 0.40
,,74_76, 0.48
,,76_78, 1.02
,,80_82, 0.45
,,82_84, 0.37
,,94_96, 0.16
,,100_102, 0.20
,,104_106, 0.17
,,106_108, 0.18
,,110_112, 0.18
,,112_114, 0.21
,,114_116, 0.94
,,142_144, 0.23
,,144_146, 0.23
,,146_148, 0.21
,,148_150, 0.21
,,150_152, 0.17
,,152_154, 0.22
,,154_156, 0.29
,,156_158, 1.56
,,158_160, 0.30
,,160_162, 0.93
,,172_174, 0.26
,,178_180, 0.15
,,180_182, 0.17
,,182_184, 1.26
,,184_186, 0.21
,,186_188, 0.24
,,190_192, 0.22
,,192_194, 1.36
,,194_196, 0.24
,,196_198, 0.17
,,198_200, 0.25
,,202_204, 0.22
,,206_208, 0.86
,,210_212, 0.82
,,212_214, 0.28
,,216_218, 0.73
,,218_220, 1.62
,,220_222, 0.21
,,222_224, 0.24
,,224_226, 1.50
,,228_230, 1.46
,,230_232, 0.23
,,234_236, 1.49
,,238_240, 0.18
,,240_242, 0.22
,,242_244, 0.25
,,244_246, 0.26
,,248_250, 0.18
,,252_254, 0.20
,,256_258, 0.25
,,258_260, 0.24
,,260_262, 1.69
,,262_264, 0.26
,,264_266, 0.14
,,266_268, 0.25
,,268_270, 0.29
,,270_272, 0.22
,,272_274, 0.96
,,276_278, 0.29
,,280_282, 0.25
,,282_284, 0.36
,,284_286, 0.21
,,286_288, 0.23
,,288_290, 0.31
,,290_292, 0.26
,,292_294, 0.24
,,296_298, 0.29
,,298_300, 1.03
,,302_304, 1.85
,,306_308, 0.24
,,308_310, 0.19
,,310_312, 0.22
,,312_314, 0.22
,,314_316, 0.26
,,318_320, 0.26
,,322_324, 0.20
,,324_326, 0.23
,,328_330, 0.14
,,336_338, 0.15
,,352_354, 0.13
,,356_358, 0.14
Category,Travel Time Bin (2 min Interval),Avg CO (g/vehicle/mile),
,,10_12, 5.76
,,12_14, 5.83
,,14_16, 7.87
,,16_18, 7.36
,,18_20, 9.98
,,20_22,11.30
,,22_24,10.48
,,24_26,12.20
,,26_28,12.79
,,30_32,11.14
,,32_34,12.95
,,34_36,15.80
,,36_38,13.06
,,38_40,20.00
,,40_42,18.26
,,42_44,19.13
,,46_48,14.38
,,48_50,20.53
,,56_58,16.94
,,58_60,26.42
,,60_62,20.49
,,64_66,25.25
,,74_76,28.97
,,76_78,26.87
,,80_82,28.47
,,82_84,23.96
,,94_96,11.74
,,100_102,14.84
,,104_106,12.95
,,106_108,13.20
,,110_112,14.35
,,112_114,14.62
,,114_116,13.82
,,142_144,15.64
,,144_146,14.25
,,146_148,15.28
,,148_150,15.07
,,150_152,14.05
,,152_154,15.80
,,154_156,20.49
,,156_158,22.99
,,158_160,22.14
,,160_162,22.94
,,172_174,22.02
,,178_180,15.59
,,180_182,16.04
,,182_184,19.17
,,184_186,18.74
,,186_188,19.82
,,190_192,19.79
,,192_194,21.58
,,194_196,21.13
,,196_198,17.18
,,198_200,21.98
,,202_204,20.35
,,206_208,21.26
,,210_212,19.28
,,212_214,23.48
,,216_218,18.55
,,218_220,24.95
,,220_222,20.10
,,222_224,21.83
,,224_226,22.64
,,228_230,21.97
,,230_232,21.92
,,234_236,21.38
,,238_240,19.58
,,240_242,21.19
,,242_244,23.56
,,244_246,23.80
,,248_250,19.67
,,252_254,21.26
,,256_258,24.45
,,258_260,23.62
,,260_262,25.45
,,262_264,24.80
,,264_266,17.82
,,266_268,24.35
,,268_270,26.65
,,270_272,22.85
,,272_274,23.58
,,276_278,26.16
,,280_282,24.57
,,282_284,31.00
,,284_286,22.73
,,286_288,23.93
,,288_290,28.41
,,290_292,25.67
,,292_294,25.61
,,296_298,27.59
,,298_300,25.70
,,302_304,26.85
,,306_308,26.07
,,308_310,22.41
,,310_312,24.38
,,312_314,24.90
,,314_316,27.34
,,318_320,26.88
,,322_324,24.34
,,324_326,25.84
,,328_330,20.42
,,336_338,21.13
,,352_354,21.19
,,356_358,21.18
Category,Travel Time Bin (2 min Interval),Avg HC (g/vehicle/mile),
,,10_12, 0.04
,,12_14, 0.04
,,14_16, 0.07
,,16_18, 0.05
,,18_20, 0.07
,,20_22, 0.14
,,22_24, 0.07
,,24_26, 0.08
,,26_28, 0.11
,,30_32, 0.08
,,32_34, 0.12
,,34_36, 0.14
,,36_38, 0.09
,,38_40, 0.26
,,40_42, 0.12
,,42_44, 0.13
,,46_48, 0.09
,,48_50, 0.14
,,56_58, 0.15
,,58_60, 0.18
,,60_62, 0.13
,,64_66, 0.17
,,74_76, 0.19
,,76_78, 0.29
,,80_82, 0.19
,,82_84, 0.15
,,94_96, 0.06
,,100_102, 0.08
,,104_106, 0.06
,,106_108, 0.06
,,110_112, 0.07
,,112_114, 0.07
,,114_116, 0.28
,,142_144, 0.07
,,144_146, 0.06
,,146_148, 0.07
,,148_150, 0.07
,,150_152, 0.06
,,152_154, 0.07
,,154_156, 0.10
,,156_158, 0.44
,,158_160, 0.12
,,160_162, 0.28
,,172_174, 0.11
,,178_180, 0.06
,,180_182, 0.06
,,182_184, 0.39
,,184_186, 0.08
,,186_188, 0.09
,,190_192, 0.09
,,192_194, 0.43
,,194_196, 0.09
,,196_198, 0.06
,,198_200, 0.10
,,202_204, 0.09
,,206_208, 0.27
,,210_212, 0.26
,,212_214, 0.10
,,216_218, 0.24
,,218_220, 0.49
,,220_222, 0.08
,,222_224, 0.09
,,224_226, 0.47
,,228_230, 0.47
,,230_232, 0.09
,,234_236, 0.47
,,238_240, 0.07
,,240_242, 0.08
,,242_244, 0.10
,,244_246, 0.10
,,248_250, 0.07
,,252_254, 0.08
,,256_258, 0.10
,,258_260, 0.09
,,260_262, 0.54
,,262_264, 0.10
,,264_266, 0.05
,,266_268, 0.09
,,268_270, 0.11
,,270_272, 0.08
,,272_274, 0.31
,,276_278, 0.11
,,280_282, 0.09
,,282_284, 0.14
,,284_286, 0.08
,,286_288, 0.09
,,288_290, 0.12
,,290_292, 0.10
,,292_294, 0.10
,,296_298, 0.11
,,298_300, 0.34
,,302_304, 0.59
,,306_308, 0.09
,,308_310, 0.07
,,310_312, 0.08
,,312_314, 0.08
,,314_316, 0.10
,,318_320, 0.10
,,322_324, 0.08
,,324_326, 0.09
,,328_330, 0.05
,,336_338, 0.05
,,352_354, 0.04
,,356_358, 0.04
Category,Travel Time Bin (2 min Interval),Avg Miles per Gallon,
,,10_12, 1.51
,,12_14, 6.06
,,14_16, 4.54
,,16_18, 1.51
,,18_20, 1.51
,,20_22, 1.51
,,22_24, 4.89
,,24_26, 1.51
,,26_28, 4.02
,,30_32, 1.51
,,32_34, 3.66
,,34_36, 3.20
,,36_38, 3.03
,,38_40, 1.51
,,40_42, 1.51
,,42_44, 2.79
,,46_48, 2.98
,,48_50, 2.49
,,56_58, 2.45
,,58_60, 1.51
,,60_62, 1.51
,,64_66, 1.51
,,74_76, 1.51
,,76_78, 1.67
,,80_82, 1.64
,,82_84, 1.79
,,94_96, 2.04
,,100_102, 1.51
,,104_106, 1.86
,,106_108, 1.79
,,110_112, 1.51
,,112_114, 1.51
,,114_116, 1.46
,,142_144, 1.31
,,144_146, 1.27
,,146_148, 1.32
,,148_150, 1.30
,,150_152, 1.36
,,152_154, 1.26
,,154_156, 1.20
,,156_158, 1.01
,,158_160, 1.16
,,160_162, 1.07
,,172_174, 1.16
,,178_180, 1.21
,,180_182, 1.17
,,182_184, 1.00
,,184_186, 1.14
,,186_188, 1.09
,,190_192, 1.09
,,192_194, 0.94
,,194_196, 1.05
,,196_198, 1.10
,,198_200, 1.03
,,202_204, 1.03
,,206_208, 0.93
,,210_212, 0.95
,,212_214, 0.97
,,216_218, 0.93
,,218_220, 0.81
,,220_222, 0.97
,,222_224, 0.95
,,224_226, 0.82
,,228_230, 0.82
,,230_232, 0.92
,,234_236, 0.80
,,238_240, 0.92
,,240_242, 0.89
,,242_244, 0.87
,,244_246, 0.87
,,248_250, 0.89
,,252_254, 0.87
,,256_258, 0.84
,,258_260, 0.83
,,260_262, 0.71
,,262_264, 0.82
,,264_266, 0.85
,,266_268, 0.80
,,268_270, 0.79
,,270_272, 0.80
,,272_274, 0.74
,,276_278, 0.77
,,280_282, 0.77
,,282_284, 0.73
,,284_286, 0.77
,,286_288, 0.76
,,288_290, 0.73
,,290_292, 0.75
,,292_294, 0.74
,,296_298, 0.72
,,298_300, 0.68
,,302_304, 0.63
,,306_308, 0.72
,,308_310, 0.73
,,310_312, 0.72
,,312_314, 0.71
,,314_316, 0.70
,,318_320, 0.69
,,322_324, 0.69
,,324_326, 0.68
,,328_330, 0.69
,,336_338, 0.68
,,352_354, 0.66
,,356_358, 0.65
Category,Travel Time Bin (5 min Interval),Number of Vehicles,
,,10_15, 6.00
,,15_20, 4.00
,,20_25, 5.00
,,25_30, 7.00
,,30_35, 5.00
,,35_40, 5.00
,,40_45, 6.00
,,45_50, 5.00
,,55_60, 4.00
,,60_65, 2.00
,,70_75, 1.00
,,75_80, 2.00
,,80_85, 4.00
,,90_95, 1.00
,,95_100, 2.00
,,100_105, 1.00
,,105_110, 4.00
,,110_115, 3.00
,,140_145, 2.00
,,145_150, 3.00
,,150_155, 6.00
,,155_160, 3.00
,,160_165, 2.00
,,170_175, 2.00
,,175_180, 1.00
,,180_185, 3.00
,,185_190, 2.00
,,190_195, 4.00
,,195_200, 3.00
,,200_205, 2.00
,,205_210, 2.00
